repo,commit,parent_commit,file_path,method_name,method_start,method_end,hunk_id,github_link
apache/commons-math,e994c42a8e20991920a3411472a6be3c3dde5a3d,d45a10927e19f3917c30bfa92ac1d34d0ab24808,src/main/java/org/apache/commons/math/distribution/GammaDistribution.java,inverseCumulativeProbability,153,162,5a8562de77d2b433dc7133ec,https://github.com/apache/commons-math/commit/e994c42a8e20991920a3411472a6be3c3dde5a3d#diff-efdc7636b84f44153766f18abf4bf5a86d560b6b61224cd1a41f6391ab00df50
apache/commons-math,e994c42a8e20991920a3411472a6be3c3dde5a3d,d45a10927e19f3917c30bfa92ac1d34d0ab24808,src/main/java/org/apache/commons/math/distribution/NormalDistribution.java,inverseCumulativeProbability,164,173,5a8562de77d2b433dc7133ee,https://github.com/apache/commons-math/commit/e994c42a8e20991920a3411472a6be3c3dde5a3d#diff-5dfd0e87fbc58ca4f2a66610d0568d7e1a44de3a43519a65e11c65e04e35bbc3
apache/commons-math,e994c42a8e20991920a3411472a6be3c3dde5a3d,d45a10927e19f3917c30bfa92ac1d34d0ab24808,src/main/java/org/apache/commons/math/distribution/ChiSquaredDistribution.java,inverseCumulativeProbability,100,109,5a8562de77d2b433dc7133e7,https://github.com/apache/commons-math/commit/e994c42a8e20991920a3411472a6be3c3dde5a3d#diff-389b28f6d834b6d91589d2a3a129549891397a3e4edbebb15bb10b94145b7445
apache/commons-math,e994c42a8e20991920a3411472a6be3c3dde5a3d,d45a10927e19f3917c30bfa92ac1d34d0ab24808,src/main/java/org/apache/commons/math/distribution/FDistribution.java,inverseCumulativeProbability,164,173,5a8562de77d2b433dc7133ea,https://github.com/apache/commons-math/commit/e994c42a8e20991920a3411472a6be3c3dde5a3d#diff-48402f12d5d297144f63205f02997d27091f277d89ecf2c41ed0f91dc0e555ec
apache/commons-math,e994c42a8e20991920a3411472a6be3c3dde5a3d,d45a10927e19f3917c30bfa92ac1d34d0ab24808,src/main/java/org/apache/commons/math/distribution/TDistribution.java,inverseCumulativeProbability,135,144,5a8562de77d2b433dc7133f0,https://github.com/apache/commons-math/commit/e994c42a8e20991920a3411472a6be3c3dde5a3d#diff-a7d0799e392c0b4c00705ec85c01ab577f8d13370bbc999469ba7ccc19315e79
apache/commons-math,d270055e874148a2742604be36ab977eec030fba,0ee817712b9e8330fdfd6985752aa8f1b25ba9d9,src/main/java/org/apache/commons/math3/geometry/euclidean/threed/SubLine.java,intersection,110,127,5a8562c177d2b433dc711462,https://github.com/apache/commons-math/commit/d270055e874148a2742604be36ab977eec030fba#diff-731be6e41c93a4770399cb3ec507c93993d48023a0e1840b08042f096cc6e1b0
apache/commons-math,d270055e874148a2742604be36ab977eec030fba,0ee817712b9e8330fdfd6985752aa8f1b25ba9d9,src/main/java/org/apache/commons/math3/geometry/euclidean/twod/SubLine.java,intersection,110,131,5a8562c177d2b433dc711464,https://github.com/apache/commons-math/commit/d270055e874148a2742604be36ab977eec030fba#diff-268c3f6357781f3692964588c4ed98622e3448e91ae8582121c2284691cbd76a
apache/commons-math,e4886c0a39944ba9fb7a2175cb2d1026747910e1,89db6968bc088e8ad3b74dda22ef08acdbf172b0,src/java/org/apache/commons/math/util/MathUtils.java,factorial,337,344,5a85632077d2b433dc717f7f,https://github.com/apache/commons-math/commit/e4886c0a39944ba9fb7a2175cb2d1026747910e1#diff-8c9c6bca03b1159102159738d32f59dd5f07fdfb5498003ce214c227e194617b
apache/commons-math,e4886c0a39944ba9fb7a2175cb2d1026747910e1,89db6968bc088e8ad3b74dda22ef08acdbf172b0,src/java/org/apache/commons/math/util/MathUtils.java,factorialDouble,366,371,5a85632077d2b433dc717f80,https://github.com/apache/commons-math/commit/e4886c0a39944ba9fb7a2175cb2d1026747910e1#diff-8c9c6bca03b1159102159738d32f59dd5f07fdfb5498003ce214c227e194617b
apache/commons-math,e4886c0a39944ba9fb7a2175cb2d1026747910e1,89db6968bc088e8ad3b74dda22ef08acdbf172b0,src/java/org/apache/commons/math/util/MathUtils.java,factorialLog,386,395,5a85632077d2b433dc717f81,https://github.com/apache/commons-math/commit/e4886c0a39944ba9fb7a2175cb2d1026747910e1#diff-8c9c6bca03b1159102159738d32f59dd5f07fdfb5498003ce214c227e194617b
apache/commons-math,c1f2e60e81b5d7ff81d3753de1eea8b969859075,94cf29c4e3b6a7f37ad9d85ba572409691ed7f23,src/java/org/apache/commons/math/linear/RealMatrixImpl.java,equals,1201,1224,5a85632377d2b433dc7183b0,https://github.com/apache/commons-math/commit/c1f2e60e81b5d7ff81d3753de1eea8b969859075#diff-a5a5082a7090e5f04fe909d747a8bcc3718032d850fe0670c2f51fd29118be31
apache/commons-math,c1f2e60e81b5d7ff81d3753de1eea8b969859075,94cf29c4e3b6a7f37ad9d85ba572409691ed7f23,src/java/org/apache/commons/math/geometry/Vector3D.java,equals,394,420,5a85632377d2b433dc7183ad,https://github.com/apache/commons-math/commit/c1f2e60e81b5d7ff81d3753de1eea8b969859075#diff-7394b6d6222b38f3d2721e4b3ce06e8f3ec43a4627ca36bfd11d00d036576f11
apache/commons-math,c1f2e60e81b5d7ff81d3753de1eea8b969859075,94cf29c4e3b6a7f37ad9d85ba572409691ed7f23,src/java/org/apache/commons/math/linear/RealVectorImpl.java,equals,1247,1281,5a85632377d2b433dc7183b2,https://github.com/apache/commons-math/commit/c1f2e60e81b5d7ff81d3753de1eea8b969859075#diff-7c627f30b3dac232be544e8e0e72099be58676462b698f2152c73e4fa1ed7689
apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,ba70cfc5c909cfb43890cc4ec3dff637491cedec,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/MultivariateOptimizer.java,computeObjectiveValue,114,117,5a8562b777d2b433dd710e82,https://github.com/apache/commons-math/commit/f0ae42aa934c10686c613277bd7a0837f6a1602d#diff-5830e4fcf5af894c70b26c43a06e86d977a44fc5a3eeef7b067213663b49a7f9
apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,ba70cfc5c909cfb43890cc4ec3dff637491cedec,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/gradient/NonLinearConjugateGradientOptimizer.java,NonLinearConjugateGradientOptimizer,69,75,5a8562b777d2b433dd710e87,https://github.com/apache/commons-math/commit/f0ae42aa934c10686c613277bd7a0837f6a1602d#diff-e9e6e9bd4080d40414a638ed60991b67156ae8ac4ca05ed702b601146af65ccf
apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,ba70cfc5c909cfb43890cc4ec3dff637491cedec,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/gradient/NonLinearConjugateGradientOptimizer.java,doOptimize,191,285,5a8562b777d2b433dd710e90,https://github.com/apache/commons-math/commit/f0ae42aa934c10686c613277bd7a0837f6a1602d#diff-e9e6e9bd4080d40414a638ed60991b67156ae8ac4ca05ed702b601146af65ccf
apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,ba70cfc5c909cfb43890cc4ec3dff637491cedec,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/gradient/NonLinearConjugateGradientOptimizer.java,parseOptimizationData,297,314,5a8562b777d2b433dd710e93,https://github.com/apache/commons-math/commit/f0ae42aa934c10686c613277bd7a0837f6a1602d#diff-e9e6e9bd4080d40414a638ed60991b67156ae8ac4ca05ed702b601146af65ccf
apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,ba70cfc5c909cfb43890cc4ec3dff637491cedec,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/gradient/NonLinearConjugateGradientOptimizer.java,findUpperBound,325,337,5a8562b777d2b433dd710e94,https://github.com/apache/commons-math/commit/f0ae42aa934c10686c613277bd7a0837f6a1602d#diff-e9e6e9bd4080d40414a638ed60991b67156ae8ac4ca05ed702b601146af65ccf
apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,ba70cfc5c909cfb43890cc4ec3dff637491cedec,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/gradient/NonLinearConjugateGradientOptimizer.java,LineSearchFunction,367,371,5a8562b777d2b433dd710e95,https://github.com/apache/commons-math/commit/f0ae42aa934c10686c613277bd7a0837f6a1602d#diff-e9e6e9bd4080d40414a638ed60991b67156ae8ac4ca05ed702b601146af65ccf
apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,ba70cfc5c909cfb43890cc4ec3dff637491cedec,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/gradient/NonLinearConjugateGradientOptimizer.java,value,374,391,5a8562b777d2b433dd710e95,https://github.com/apache/commons-math/commit/f0ae42aa934c10686c613277bd7a0837f6a1602d#diff-e9e6e9bd4080d40414a638ed60991b67156ae8ac4ca05ed702b601146af65ccf
apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,ba70cfc5c909cfb43890cc4ec3dff637491cedec,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/noderiv/PowellOptimizer.java,PowellOptimizer,117,136,5a8562b777d2b433dd710e9a,https://github.com/apache/commons-math/commit/f0ae42aa934c10686c613277bd7a0837f6a1602d#diff-2f3f16d7d1e5549f22f92cb0cc260986bb5bd09ef75c6a81f806dc38b92d6b4d
apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,ba70cfc5c909cfb43890cc4ec3dff637491cedec,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/noderiv/PowellOptimizer.java,LineSearch,325,330,5a8562b777d2b433dd710e9b,https://github.com/apache/commons-math/commit/f0ae42aa934c10686c613277bd7a0837f6a1602d#diff-2f3f16d7d1e5549f22f92cb0cc260986bb5bd09ef75c6a81f806dc38b92d6b4d
apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,ba70cfc5c909cfb43890cc4ec3dff637491cedec,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/noderiv/PowellOptimizer.java,search,341,365,5a8562b777d2b433dd710e9b,https://github.com/apache/commons-math/commit/f0ae42aa934c10686c613277bd7a0837f6a1602d#diff-2f3f16d7d1e5549f22f92cb0cc260986bb5bd09ef75c6a81f806dc38b92d6b4d
apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,ba70cfc5c909cfb43890cc4ec3dff637491cedec,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/noderiv/PowellOptimizer.java,value,344,351,5a8562b777d2b433dd710e9b,https://github.com/apache/commons-math/commit/f0ae42aa934c10686c613277bd7a0837f6a1602d#diff-2f3f16d7d1e5549f22f92cb0cc260986bb5bd09ef75c6a81f806dc38b92d6b4d
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/NormalDistribution.java,getDomainLowerBound,176,187,5a8562ea77d2b433df715464,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-5dfd0e87fbc58ca4f2a66610d0568d7e1a44de3a43519a65e11c65e04e35bbc3
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/NormalDistribution.java,getDomainUpperBound,190,201,5a8562ea77d2b433df715464,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-5dfd0e87fbc58ca4f2a66610d0568d7e1a44de3a43519a65e11c65e04e35bbc3
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/NormalDistribution.java,getInitialDomain,204,217,5a8562ea77d2b433df715464,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-5dfd0e87fbc58ca4f2a66610d0568d7e1a44de3a43519a65e11c65e04e35bbc3
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/NormalDistribution.java,getSolverAbsoluteAccuracy,220,223,5a8562ea77d2b433df715464,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-5dfd0e87fbc58ca4f2a66610d0568d7e1a44de3a43519a65e11c65e04e35bbc3
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/ExponentialDistribution.java,getDomainLowerBound,157,160,5a8562ea77d2b433df71544f,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-9f7508eecd0dde42fa88fdf84f2faf5383ac61c3cfdc0a2e4b95f095c5d93e0c
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/ExponentialDistribution.java,getDomainUpperBound,163,175,5a8562ea77d2b433df71544f,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-9f7508eecd0dde42fa88fdf84f2faf5383ac61c3cfdc0a2e4b95f095c5d93e0c
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/ExponentialDistribution.java,getInitialDomain,178,192,5a8562ea77d2b433df71544f,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-9f7508eecd0dde42fa88fdf84f2faf5383ac61c3cfdc0a2e4b95f095c5d93e0c
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/ExponentialDistribution.java,getSolverAbsoluteAccuracy,195,198,5a8562ea77d2b433df71544f,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-9f7508eecd0dde42fa88fdf84f2faf5383ac61c3cfdc0a2e4b95f095c5d93e0c
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/FDistribution.java,getDomainLowerBound,176,179,5a8562ea77d2b433df715454,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-48402f12d5d297144f63205f02997d27091f277d89ecf2c41ed0f91dc0e555ec
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/FDistribution.java,getDomainUpperBound,182,185,5a8562ea77d2b433df715454,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-48402f12d5d297144f63205f02997d27091f277d89ecf2c41ed0f91dc0e555ec
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/FDistribution.java,getInitialDomain,188,197,5a8562ea77d2b433df715454,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-48402f12d5d297144f63205f02997d27091f277d89ecf2c41ed0f91dc0e555ec
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/HypergeometricDistribution.java,getNumericalMean,282,284,5a8562ea77d2b433df71545b,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-66f44b018938dc3cc205374fc68de768d30dddc5cc4107b8e6cff08694b197a5
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/HypergeometricDistribution.java,calculateNumericalVariance,306,311,5a8562ea77d2b433df71545d,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-66f44b018938dc3cc205374fc68de768d30dddc5cc4107b8e6cff08694b197a5
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/AbstractRealDistribution.java,getInitialDomain,156,156,5a8562ea77d2b433df71543e,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-acd72f5ba2a97acade14225b67ade1b3a84d0477257778680e861bc9ae166903
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/AbstractRealDistribution.java,getDomainLowerBound,167,167,5a8562ea77d2b433df71543e,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-acd72f5ba2a97acade14225b67ade1b3a84d0477257778680e861bc9ae166903
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/AbstractRealDistribution.java,getDomainUpperBound,178,178,5a8562ea77d2b433df71543e,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-acd72f5ba2a97acade14225b67ade1b3a84d0477257778680e861bc9ae166903
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/ChiSquaredDistribution.java,getDomainLowerBound,112,115,5a8562ea77d2b433df71544a,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-389b28f6d834b6d91589d2a3a129549891397a3e4edbebb15bb10b94145b7445
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/ChiSquaredDistribution.java,getDomainUpperBound,118,134,5a8562ea77d2b433df71544a,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-389b28f6d834b6d91589d2a3a129549891397a3e4edbebb15bb10b94145b7445
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/ChiSquaredDistribution.java,getInitialDomain,137,153,5a8562ea77d2b433df71544a,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-389b28f6d834b6d91589d2a3a129549891397a3e4edbebb15bb10b94145b7445
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/ChiSquaredDistribution.java,getSolverAbsoluteAccuracy,156,159,5a8562ea77d2b433df71544a,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-389b28f6d834b6d91589d2a3a129549891397a3e4edbebb15bb10b94145b7445
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/GammaDistribution.java,getDomainLowerBound,165,169,5a8562ea77d2b433df715458,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-efdc7636b84f44153766f18abf4bf5a86d560b6b61224cd1a41f6391ab00df50
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/GammaDistribution.java,getDomainUpperBound,172,189,5a8562ea77d2b433df715458,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-efdc7636b84f44153766f18abf4bf5a86d560b6b61224cd1a41f6391ab00df50
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/GammaDistribution.java,getInitialDomain,192,208,5a8562ea77d2b433df715458,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-efdc7636b84f44153766f18abf4bf5a86d560b6b61224cd1a41f6391ab00df50
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/GammaDistribution.java,getSolverAbsoluteAccuracy,211,214,5a8562ea77d2b433df715458,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-efdc7636b84f44153766f18abf4bf5a86d560b6b61224cd1a41f6391ab00df50
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/CauchyDistribution.java,getDomainLowerBound,148,159,5a8562ea77d2b433df715447,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-1743a1c8065a512b93081d389c21728218f6e30477d15b4da62cffc510899ea3
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/CauchyDistribution.java,getDomainUpperBound,162,173,5a8562ea77d2b433df715447,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-1743a1c8065a512b93081d389c21728218f6e30477d15b4da62cffc510899ea3
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/CauchyDistribution.java,getInitialDomain,176,189,5a8562ea77d2b433df715447,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-1743a1c8065a512b93081d389c21728218f6e30477d15b4da62cffc510899ea3
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/CauchyDistribution.java,getSolverAbsoluteAccuracy,192,195,5a8562ea77d2b433df715447,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-1743a1c8065a512b93081d389c21728218f6e30477d15b4da62cffc510899ea3
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/TDistribution.java,getDomainLowerBound,147,150,5a8562ea77d2b433df715470,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-a7d0799e392c0b4c00705ec85c01ab577f8d13370bbc999469ba7ccc19315e79
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/TDistribution.java,getDomainUpperBound,153,156,5a8562ea77d2b433df715470,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-a7d0799e392c0b4c00705ec85c01ab577f8d13370bbc999469ba7ccc19315e79
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/TDistribution.java,getInitialDomain,159,162,5a8562ea77d2b433df715470,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-a7d0799e392c0b4c00705ec85c01ab577f8d13370bbc999469ba7ccc19315e79
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/TDistribution.java,getSolverAbsoluteAccuracy,165,168,5a8562ea77d2b433df715470,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-a7d0799e392c0b4c00705ec85c01ab577f8d13370bbc999469ba7ccc19315e79
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/BetaDistribution.java,getInitialDomain,149,152,5a8562ea77d2b433df715442,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-324cf989aaae6d82f80951ba1874df362db50335cee80aaae81f2f21fde6c629
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/BetaDistribution.java,getDomainLowerBound,155,158,5a8562ea77d2b433df715442,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-324cf989aaae6d82f80951ba1874df362db50335cee80aaae81f2f21fde6c629
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/BetaDistribution.java,getDomainUpperBound,161,164,5a8562ea77d2b433df715442,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-324cf989aaae6d82f80951ba1874df362db50335cee80aaae81f2f21fde6c629
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/WeibullDistribution.java,getDomainLowerBound,192,195,5a8562ea77d2b433df715477,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-aea1997722d8feb2c0a7e88c4cd948db6616fb8c15cea2bd107ee82f7f1a3d3a
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/WeibullDistribution.java,getDomainUpperBound,198,201,5a8562ea77d2b433df715477,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-aea1997722d8feb2c0a7e88c4cd948db6616fb8c15cea2bd107ee82f7f1a3d3a
apache/commons-math,f880c83e06411b15eb3577a145f035e11b6ca408,b2e24119bcb10131f765ba062d933a574cc13c7a,src/main/java/org/apache/commons/math/distribution/WeibullDistribution.java,getInitialDomain,204,208,5a8562ea77d2b433df715477,https://github.com/apache/commons-math/commit/f880c83e06411b15eb3577a145f035e11b6ca408#diff-aea1997722d8feb2c0a7e88c4cd948db6616fb8c15cea2bd107ee82f7f1a3d3a
apache/commons-math,b6ee25c1e18e27ed40b61d16ce640587e8104214,12e8303868d3e040f3feaa452815506a7cac684e,src/main/java/org/apache/commons/math/random/EmpiricalDistributionImpl.java,EmpiricalDistributionImpl,100,102,5a8562ee77d2b433dd714771,https://github.com/apache/commons-math/commit/b6ee25c1e18e27ed40b61d16ce640587e8104214#diff-c9825850c361f6fc2f97a90805cc9cba41cef09fd4a76aba810ce90d0c5f2047
apache/commons-math,b6ee25c1e18e27ed40b61d16ce640587e8104214,12e8303868d3e040f3feaa452815506a7cac684e,src/main/java/org/apache/commons/math/random/ValueServer.java,ValueServer,104,106,5a8562ee77d2b433dd714777,https://github.com/apache/commons-math/commit/b6ee25c1e18e27ed40b61d16ce640587e8104214#diff-ad107556602750223f9793c1e7ff0d897274b76cc7fd693999e6b261d04abe1f
apache/commons-math,b6ee25c1e18e27ed40b61d16ce640587e8104214,12e8303868d3e040f3feaa452815506a7cac684e,src/main/java/org/apache/commons/math/random/ValueServer.java,computeDistribution,172,175,5a8562ee77d2b433dd714778,https://github.com/apache/commons-math/commit/b6ee25c1e18e27ed40b61d16ce640587e8104214#diff-ad107556602750223f9793c1e7ff0d897274b76cc7fd693999e6b261d04abe1f
